seq_id,block_id,ship_id,platen_idx,platen_id,platen_name,planned_start_day,planned_end_day,due_day,delay_days,lead_time_days,is_feasible,requested_feasible,status,reward
757,284,H1088,29,PPT1005A,Bay10-S-9,0,72,126,0,72,True,True,ALLOCATED,0.0
758,294,H1088,29,PPT1005A,Bay10-S-9,72,143,125,18,71,True,True,ALLOCATED,-18.0
823,836,H1088,51,PPT0802A,Bay8-S-3,21,74,100,0,53,True,True,ALLOCATED,0.0
822,826,H1088,4,BQM4810A,Bay48-S-10,21,74,100,0,53,True,True,ALLOCATED,0.0
810,835,H1088,29,PPT1005A,Bay10-S-9,143,183,113,70,40,True,True,ALLOCATED,-70.0
809,825,H1088,29,PPT1005A,Bay10-S-9,183,223,113,110,40,True,True,ALLOCATED,-110.0
803,694,H1088,29,PPT1005A,Bay10-S-9,223,262,113,149,39,True,True,ALLOCATED,-149.0
802,684,H1087,29,PPT1005A,Bay10-S-9,262,301,113,188,39,True,True,ALLOCATED,-188.0
819,101,H1088,7,BQM4853A,Bay48-N-3,22,83,107,0,61,True,True,ALLOCATED,0.0
881,102,H1087,29,PPT1005A,Bay10-S-9,301,340,74,266,39,True,True,ALLOCATED,-266.0
856,110,H1088,29,PPT1005A,Bay10-S-9,340,382,87,295,42,True,True,ALLOCATED,-295.0
847,272,H1087,22,PPT0058A,0东-16,29,64,105,0,35,True,True,ALLOCATED,0.0
793,182,H1088,29,PPT1005A,Bay10-S-9,382,424,116,308,42,True,True,ALLOCATED,-308.0
794,192,H1088,7,BQM4853A,Bay48-N-3,83,125,116,9,42,True,True,ALLOCATED,-9.0
792,154,H1088,7,BQM4853A,Bay48-N-3,125,165,115,50,40,True,True,ALLOCATED,-50.0
828,683,H1087,29,PPT1005A,Bay10-S-9,424,449,108,341,25,True,True,ALLOCATED,-341.0
829,693,H1087,29,PPT1005A,Bay10-S-9,449,474,108,366,25,True,True,ALLOCATED,-366.0
880,101,H1087,29,PPT1005A,Bay10-S-9,474,510,74,436,36,True,True,ALLOCATED,-436.0
804,134,H1088,29,PPT1005A,Bay10-S-9,510,555,111,444,45,True,True,ALLOCATED,-444.0
805,124,H1088,29,PPT1005A,Bay10-S-9,555,600,111,489,45,True,True,ALLOCATED,-489.0
870,173,H1088,29,PPT1005A,Bay10-S-9,600,629,99,530,29,True,True,ALLOCATED,-530.0
867,163,H1088,29,PPT1005A,Bay10-S-9,629,658,100,558,29,True,True,ALLOCATED,-558.0
874,103,H1088,7,BQM4853A,Bay48-N-3,165,204,87,117,39,True,True,ALLOCATED,-117.0
869,161,H1088,29,PPT1005A,Bay10-S-9,658,690,99,591,32,True,True,ALLOCATED,-591.0
830,143,H1087,29,PPT1005A,Bay10-S-9,690,735,107,628,45,True,True,ALLOCATED,-628.0
831,153,H1087,29,PPT1005A,Bay10-S-9,735,780,107,673,45,True,True,ALLOCATED,-673.0
848,132,H1087,29,PPT1005A,Bay10-S-9,780,807,107,700,27,True,True,ALLOCATED,-700.0
861,122,H1087,29,PPT1005A,Bay10-S-9,807,831,104,727,24,True,True,ALLOCATED,-727.0
862,103,H1087,8,BQM4503A,Bay45-S-3,43,94,104,0,51,True,True,ALLOCATED,0.0
787,111,H1088,7,BQM4853A,Bay48-N-3,204,244,115,129,40,True,True,ALLOCATED,-129.0
797,801,H1087,22,PPT0058A,0东-16,64,114,113,1,50,True,True,ALLOCATED,-1.0
857,112,H1088,22,PPT0058A,0东-16,114,140,85,55,26,True,True,ALLOCATED,-55.0
864,144,H1087,29,PPT1005A,Bay10-S-9,831,855,100,755,24,True,True,ALLOCATED,-755.0
865,154,H1087,29,PPT1005A,Bay10-S-9,855,879,100,779,24,True,True,ALLOCATED,-779.0
866,632,H1087,29,PPT1005A,Bay10-S-9,879,894,105,789,15,True,True,ALLOCATED,-789.0
863,622,H1087,29,PPT1005A,Bay10-S-9,894,909,106,803,15,True,True,ALLOCATED,-803.0
879,101,H1087,29,PPT1005A,Bay10-S-9,909,938,86,852,29,True,True,ALLOCATED,-852.0
871,102,H1088,8,BQM4503A,Bay45-S-3,94,131,94,37,37,True,True,ALLOCATED,-37.0
759,154,H1088,29,PPT1005A,Bay10-S-9,938,989,133,856,51,True,True,ALLOCATED,-856.0
760,144,H1088,29,PPT1005A,Bay10-S-9,989,1038,132,906,49,True,True,ALLOCATED,-906.0
843,834,H1087,7,BQM4853A,Bay48-N-3,244,269,105,164,25,True,True,ALLOCATED,-164.0
842,824,H1088,29,PPT1005A,Bay10-S-9,1038,1063,105,958,25,True,True,ALLOCATED,-958.0
859,835,H1087,29,PPT1005A,Bay10-S-9,1063,1091,101,990,28,True,True,ALLOCATED,-990.0
